vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
8,37000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
5,20000,Individual,Petrol,Manual,20.85,1197,83.14,5,525000
10,82000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,285000
9,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,355000
7,110000,Individual,Diesel,Manual,23.4,1248,74.0,5,390000
8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000
11,85520,Dealer,Petrol,Manual,22.0,1197,81.8,5,280000
2,10000,Individual,Petrol,Manual,17.0,1591,121.3,5,1170000
8,209000,Individual,Diesel,Manual,12.05,2179,120.0,8,700000
8,182340,Dealer,Diesel,Manual,15.1,2179,140.0,7,825000
6,60172,Dealer,Petrol,Automatic,16.5,1499,110.0,5,800000
8,66000,Individual,Diesel,Manual,22.32,1582,126.32,5,500000
2,47527,Dealer,Diesel,Manual,22.54,1396,88.76,5,900000
6,64000,Dealer,Petrol,Manual,18.9,1197,82.0,5,390000
8,28054,Individual,Petrol,Manual,17.92,1086,62.1,5,398000
14,75823,Dealer,Diesel,Manual,10.5,2179,120.0,8,310000
5,56500,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1275000
3,70000,Individual,Diesel,Manual,14.24,2755,174.5,7,2700000
3,40328,Dealer,Diesel,Manual,15.1,2179,152.87,7,1550000
9,91462,Dealer,Diesel,Automatic,19.08,1582,126.32,5,580000
3,32000,Individual,Diesel,Manual,28.4,1248,74.02,5,750000
8,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
2,10000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,1550000
9,54943,Dealer,Petrol,Manual,20.36,1197,78.9,5,280000
12,64000,Individual,LPG,Manual,17.3,1061,57.5,5,160000
9,80000,Individual,Diesel,Manual,13.93,2179,138.03,7,285000
4,25884,Dealer,Petrol,Manual,23.95,998,67.05,5,385000
8,76000,Dealer,Diesel,Manual,20.0,1399,68.0,5,395000
10,136000,Dealer,Diesel,Automatic,16.2,2993,235.0,5,1699000
2,14000,Dealer,Petrol,Manual,21.01,1197,81.8,5,640000
7,120000,Dealer,Diesel,Manual,13.6,2523,63.0,7,625000
4,71000,Dealer,Petrol,Manual,17.8,1497,117.3,5,850000
5,68194,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1950000
3,80000,Dealer,Diesel,Manual,21.5,1497,108.5,5,889000
11,52221,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
9,80000,Dealer,Diesel,Automatic,16.09,1995,184.0,5,1850000
3,25000,Individual,Diesel,Manual,24.4,1498,98.63,5,771000
5,98000,Dealer,Diesel,Manual,20.14,1498,88.0,5,599000
3,26000,Dealer,Petrol,Manual,18.6,1197,81.86,5,675000
6,70000,Dealer,Diesel,Automatic,15.3,2993,258.0,5,3500000
6,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,400000
4,46139,Dealer,Diesel,Manual,24.0,1186,73.97,5,375000
6,60000,Individual,Diesel,Automatic,16.36,2179,187.7,5,2400000
2,12000,Individual,Petrol,Manual,18.6,1197,81.86,5,735000
6,61440,Dealer,Diesel,Manual,15.96,2523,62.1,7,650000
5,61706,Dealer,Diesel,Manual,25.83,1498,99.0,5,595000
2,6500,Individual,Petrol,Manual,23.84,1199,84.0,5,500000
8,72423,Dealer,Diesel,Manual,15.1,2179,140.0,7,760000
8,90000,Individual,Diesel,Manual,22.32,1582,126.32,5,520000
3,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,725000
6,43642,Dealer,Petrol,Manual,21.4,1197,83.1,5,629000
7,56000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
6,82000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1299000
7,60000,Individual,Petrol,Manual,23.95,998,67.05,5,315000
4,91000,Dealer,Diesel,Manual,25.6,1498,97.9,5,850000
9,87000,Dealer,Diesel,Automatic,15.15,2967,240.0,5,4200000
9,100000,Individual,Diesel,Manual,15.1,2179,140.0,7,800000
3,12500,Individual,Petrol,Manual,22.0,1197,81.8,5,650000
7,78000,Dealer,Diesel,Manual,25.8,1498,98.6,5,485000
9,60000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000
4,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
6,78000,Dealer,Diesel,Manual,12.8,2494,102.0,8,1375000
5,85204,Dealer,Diesel,Manual,19.67,1582,126.2,5,1025000
4,100000,Individual,Diesel,Manual,25.2,1248,74.0,5,620000
4,95000,Individual,Diesel,Manual,24.7,1047,69.0,5,600000
5,48000,Individual,Petrol,Automatic,21.4,1197,83.1,5,625000
9,90000,Individual,Diesel,Manual,20.0,1399,68.0,5,220000
4,40500,Dealer,Diesel,Manual,22.0,1582,126.2,5,845000
3,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,550000
3,19000,Individual,Diesel,Manual,20.5,1582,126.2,5,1310000
7,33700,Dealer,Diesel,Manual,24.0,1120,70.0,5,450000
9,89000,Dealer,Diesel,Manual,12.05,2179,120.0,8,695000
8,108875,Dealer,Diesel,Manual,15.96,2523,62.1,7,450000
2,35166,Dealer,Petrol,Manual,18.9,1197,81.86,5,669000
2,13500,Individual,Diesel,Manual,17.1,1956,170.0,5,1750000
3,30000,Individual,Diesel,Manual,24.7,1047,69.0,5,700000
5,65273,Trustmark Dealer,Diesel,Manual,15.4,2179,120.0,7,1240000
3,36000,Dealer,Petrol,Manual,20.73,1373,91.1,5,775000
6,70000,Individual,Diesel,Manual,26.59,1248,74.0,5,550000
3,7000,Dealer,Petrol,Manual,22.0,1197,81.8,5,610000
6,70000,Dealer,Petrol,Manual,21.5,1197,81.8,5,340000
5,67248,Dealer,Petrol,Manual,20.73,1373,91.1,5,495000
3,58000,Dealer,Petrol,Manual,16.2,1199,74.0,5,690000
4,120000,Individual,Diesel,Manual,13.68,2393,147.8,8,1560000
4,51000,Dealer,Diesel,Manual,25.47,1248,88.5,7,835000
8,59000,Dealer,Diesel,Manual,20.0,1399,68.05,5,410000
6,120000,Individual,Diesel,Manual,15.96,2523,63.0,9,600000
6,48000,Dealer,Diesel,Manual,27.4,1498,98.63,5,545000
16,90000,Individual,Petrol,Manual,19.7,796,46.3,5,90000
12,100000,Individual,LPG,Manual,17.3,1061,57.5,5,150000
6,123273,Dealer,Diesel,Manual,26.59,1248,74.0,5,410000
4,32500,Dealer,Petrol,Manual,15.8,1591,121.3,5,1100000
15,103000,Dealer,Petrol,Manual,19.7,796,46.3,5,150000
7,78000,Dealer,Diesel,Manual,15.96,2523,62.1,7,550000
4,50000,Individual,Petrol,Manual,23.01,999,67.0,5,310000
10,62900,Dealer,Petrol,Manual,20.92,998,67.1,5,235000
2,19000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1035000
11,141000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,999000
6,70000,Individual,Diesel,Manual,19.01,1461,108.45,5,690000
4,19000,Dealer,Petrol,Automatic,20.51,998,67.0,5,485000
3,25000,Individual,Diesel,Manual,22.1,1396,88.7,5,999000
7,27894,Dealer,Petrol,Manual,21.79,998,67.05,5,375000
8,50000,Individual,Diesel,Manual,22.32,1582,126.32,5,620000
3,74000,Individual,Diesel,Manual,23.0,1498,98.96,5,740000
2,4387,Dealer,Petrol,Manual,17.8,1198,86.7,5,685000
6,44000,Dealer,Diesel,Manual,20.77,1248,88.76,7,770000
4,116589,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
3,35000,Individual,Petrol,Manual,22.0,1197,81.8,5,630000
5,70900,Dealer,Petrol,Manual,17.0,1497,118.0,5,625000
5,54566,Dealer,Diesel,Manual,24.3,1248,88.5,5,789000
8,76000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
6,89635,Dealer,Diesel,Manual,13.6,2523,63.0,9,410000
8,87000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,595000
7,150000,Individual,Diesel,Manual,12.99,2494,100.6,8,900000
4,55321,Dealer,Diesel,Manual,19.67,1582,126.2,5,1275000
9,158000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,1250000
10,72715,Dealer,Petrol,Manual,20.92,998,67.1,5,210000
6,58000,Dealer,Diesel,Manual,19.3,1248,73.9,5,550000
3,22218,Dealer,Petrol,Manual,18.6,1197,81.83,5,715000
1,1001,Dealer,Petrol,Automatic,19.56,1197,81.8,5,850000
6,55000,Dealer,Diesel,Manual,28.09,1248,88.5,5,625000
5,50500,Individual,Diesel,Manual,27.28,1047,69.0,5,380000
3,61000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,745000
3,30000,Individual,Diesel,Manual,22.1,1396,88.7,5,920000
11,76602,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
4,70000,Individual,Petrol,Manual,24.7,796,47.3,5,270000
2,25000,Individual,Diesel,Manual,24.4,1498,98.63,5,790000
4,77000,Dealer,Diesel,Manual,19.3,1248,73.9,5,700000
3,77600,Dealer,Diesel,Automatic,28.4,1248,74.0,5,695000
8,45000,Dealer,Petrol,Manual,22.74,796,47.3,5,285000
8,233000,Dealer,Diesel,Manual,22.7,1498,89.84,5,460000
4,85000,Dealer,Diesel,Manual,22.9,1248,74.0,5,615000
6,48900,Dealer,Petrol,Manual,16.47,1198,74.0,5,514000
10,60000,Individual,Diesel,Manual,13.5,2179,115.0,5,400000
6,58230,Dealer,Diesel,Manual,15.1,2179,140.0,7,800000
11,80000,Individual,Diesel,Manual,19.3,1248,73.9,5,375000
3,20332,Dealer,Petrol,Automatic,21.4,1197,83.1,5,660000
4,73435,Dealer,Diesel,Manual,15.96,2523,62.1,7,675000
3,22128,Dealer,Diesel,Manual,23.0,1498,98.96,5,1135000
2,21900,Dealer,Petrol,Manual,24.7,796,47.3,5,360000
8,80000,Individual,Diesel,Manual,20.54,1598,103.6,5,525000
13,78000,Individual,Petrol,Manual,17.0,1497,118.0,5,350000
2,25000,Individual,Petrol,Automatic,23.1,998,67.04,5,530000
3,12000,Dealer,Diesel,Manual,24.3,1248,88.5,5,925000
14,100000,Individual,Petrol,Manual,19.7,796,46.3,5,145000
12,18000,Dealer,Petrol,Manual,20.36,1197,78.9,5,330000
6,100000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,2275000
6,30000,Dealer,Diesel,Manual,26.0,1498,98.6,5,500000
2,10000,Individual,Diesel,Automatic,23.8,1498,78.9,5,795000
7,91000,Dealer,Diesel,Manual,23.4,1248,74.0,5,550000
3,90000,Individual,Diesel,Manual,22.1,1396,88.7,5,950000
6,92000,Dealer,Diesel,Manual,22.9,1248,74.0,5,480000
5,37000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,1095000
6,58972,Dealer,Diesel,Manual,26.0,1498,98.6,5,690000
4,53892,Dealer,Diesel,Manual,24.3,1248,88.5,5,780000
4,20000,Dealer,Petrol,Manual,21.01,1197,81.8,5,770000
2,69000,Dealer,Diesel,Manual,27.39,1248,74.0,5,790000
8,66000,Dealer,Diesel,Manual,20.54,1598,103.6,5,490000
3,50000,Individual,Diesel,Manual,17.1,1956,170.0,5,1500000
5,54000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000
7,35000,Individual,Petrol,Manual,23.95,998,67.05,5,213000
7,112000,Dealer,Diesel,Manual,23.4,1248,74.0,5,550000
5,40000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
3,90000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
3,37000,Dealer,Diesel,Manual,28.4,1248,74.02,5,811000
3,25000,Individual,Diesel,Manual,20.5,1582,126.2,5,1500000
4,53000,Individual,Diesel,Manual,21.38,1396,88.7,5,1100000
5,73000,Dealer,Diesel,Automatic,19.6,1461,108.45,5,895000
5,115852,Dealer,Diesel,Manual,28.09,1248,88.5,5,655000
2,13500,Individual,Petrol,Manual,21.01,1197,81.8,5,578000
12,110000,Individual,Diesel,Manual,11.57,2179,138.1,7,300000
5,45500,Dealer,Petrol,Manual,23.01,999,67.0,5,325000
5,55000,Individual,Diesel,Automatic,22.15,1498,108.6,5,950000
4,45000,Individual,Diesel,Manual,23.0,1498,98.96,5,900000
4,9400,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000
3,35000,Individual,Diesel,Manual,21.5,1497,108.5,5,775000
3,18404,Dealer,Petrol,Manual,24.7,796,47.3,5,329000
12,60000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
5,36806,Dealer,Diesel,Automatic,20.68,1995,188.0,5,2700000
4,11000,Dealer,Petrol,Manual,18.88,999,123.24,5,950000
4,33000,Dealer,Petrol,Manual,18.6,1197,81.83,5,695000
9,100000,Individual,Diesel,Manual,22.32,1582,126.32,5,520000
5,15814,Dealer,Petrol,Manual,25.17,799,53.3,5,340000
7,51000,Individual,Diesel,Manual,25.1,1498,98.6,5,610000
3,39000,Individual,Petrol,Manual,25.17,799,53.3,5,325000
9,116000,Dealer,Diesel,Manual,20.54,1598,103.6,5,400000
3,46000,Individual,Diesel,Automatic,28.4,1248,74.0,5,650000
4,60000,Dealer,Petrol,Manual,22.74,796,47.3,5,310000
3,26000,Dealer,Petrol,Manual,25.17,799,53.3,5,400000
4,50000,Individual,Petrol,Manual,25.17,799,53.3,5,280000
3,36717,Dealer,Petrol,Manual,18.9,1197,81.86,5,510000
4,45000,Dealer,Diesel,Manual,27.39,1248,74.0,5,895000
4,26026,Dealer,Petrol,Manual,18.2,1199,88.7,5,641000
5,65000,Dealer,Diesel,Manual,19.3,1248,73.9,5,480000
8,79000,Dealer,Diesel,Automatic,14.74,2993,270.9,5,2500000
12,114447,Dealer,Petrol,Manual,13.14,1798,160.0,5,450000
11,88290,Dealer,Petrol,Manual,17.92,1086,62.1,5,262000
8,100000,Dealer,Diesel,Manual,12.99,2494,100.0,7,980000
10,87563,Dealer,Diesel,Manual,12.05,2179,120.0,8,540000
3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
6,70000,Individual,Petrol,Manual,20.51,998,67.04,5,380000
2,17000,Individual,Petrol,Manual,18.15,1198,82.0,6,480000
6,16000,Dealer,Diesel,Manual,22.7,1498,89.84,5,750000
4,45000,Individual,Diesel,Manual,24.0,1186,73.97,5,550000
5,60000,Individual,Diesel,Manual,24.3,1248,88.5,5,615000
10,120000,Individual,Diesel,Manual,13.93,2179,138.03,7,270000
13,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,185000
3,50000,Individual,Petrol,Manual,18.16,1196,86.8,5,530000
4,43000,Individual,Diesel,Manual,16.0,2179,140.0,7,1300000
2,5000,Dealer,Petrol,Manual,19.0,1194,94.68,5,670000
5,45000,Individual,Diesel,Manual,28.09,1248,88.5,5,780000
10,120000,Individual,Diesel,Manual,13.6,2523,63.0,7,450000
5,66000,Dealer,Diesel,Manual,28.09,1248,88.5,5,725000
10,100000,Individual,Diesel,Manual,23.0,1396,90.0,5,320000
12,270000,Individual,Diesel,Manual,11.57,2179,138.1,7,120000
11,60000,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
9,120000,Individual,Diesel,Manual,14.0,2523,75.0,8,372000
2,30000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,825000
12,60000,Individual,Petrol,Manual,19.7,796,46.3,5,106000
13,96000,Dealer,Diesel,Manual,17.8,1248,75.0,5,295000
13,90000,Dealer,Petrol,Automatic,14.5,1493,100.0,5,365000
8,80000,Individual,Diesel,Manual,14.0,2179,138.1,7,750000
2,10000,Individual,Petrol,Automatic,21.4,1197,83.1,5,650000
9,76000,Dealer,Diesel,Manual,20.0,1399,68.0,5,250000
3,38000,Dealer,Petrol,Manual,18.6,1197,81.86,5,650000
9,79975,Dealer,Diesel,Manual,23.0,1396,90.0,5,475000
7,86000,Dealer,Petrol,Automatic,23.1,998,67.04,5,385000
3,35000,Dealer,Diesel,Manual,27.39,1248,74.0,5,700000
4,86032,Dealer,Diesel,Manual,13.68,2393,147.8,7,1850000
5,31200,Individual,Petrol,Automatic,20.51,998,67.0,5,500000
5,60000,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
6,72000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
3,26830,Dealer,Diesel,Manual,23.0,1396,90.0,5,785000
4,50950,Dealer,Petrol,Manual,17.8,1497,117.3,5,940000
3,50000,Individual,Petrol,Automatic,21.21,1197,81.8,5,730000
10,72000,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1275000
2,13400,Individual,Petrol,Manual,19.0,1194,94.68,5,721000
4,71841,Dealer,Diesel,Manual,21.38,1396,88.7,5,950000
2,10000,Dealer,Diesel,Manual,27.4,1498,98.63,5,750000
9,70000,Individual,Diesel,Manual,14.0,2523,75.0,8,400000
5,54000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
4,55000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
5,134000,Individual,Diesel,Manual,12.99,2494,100.6,8,1050000
8,57000,Dealer,Diesel,Manual,20.5,1598,103.5,5,474000
9,80000,Dealer,Diesel,Manual,19.3,1248,73.9,5,465000
2,8700,Dealer,Petrol,Automatic,21.4,1197,83.1,5,750000
6,41000,Dealer,Diesel,Manual,20.14,1498,88.0,5,525000
6,66000,Dealer,Diesel,Manual,25.83,1498,99.0,5,410000
5,85000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,720000
5,67000,Dealer,Petrol,Manual,16.1,1197,85.0,5,470000
5,49726,Dealer,Petrol,Manual,21.01,1197,81.8,5,610000
7,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
4,27726,Dealer,Petrol,Automatic,20.89,1197,81.8,5,565000
10,106000,Dealer,Diesel,Manual,13.6,2523,63.0,7,540000
4,50000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,3300000
2,11000,Dealer,Petrol,Manual,18.9,1197,82.0,5,625000
5,46260,Dealer,Petrol,Manual,22.3,799,53.26,5,365000
7,57723,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000
8,83000,Dealer,Diesel,Manual,22.9,1248,74.0,5,485000
4,35000,Dealer,Diesel,Manual,22.54,1396,88.73,5,500000
3,104000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
5,80000,Individual,Diesel,Manual,25.83,1498,99.0,5,549000
5,30000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,2400000
7,70000,Individual,Diesel,Manual,15.96,2523,63.0,9,560000
10,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,300000
4,32000,Individual,Petrol,Manual,18.6,1197,81.83,5,585000
3,33000,Dealer,Petrol,Manual,18.6,1197,81.86,5,790000
6,22000,Dealer,Petrol,Manual,20.51,998,67.04,5,411000
2,10000,Individual,Petrol,Automatic,24.04,999,67.0,5,448000
2,23000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1575000
8,71000,Dealer,Diesel,Manual,20.54,1598,103.6,5,525000
4,43000,Individual,Petrol,Manual,20.89,1197,81.8,5,420000
2,26500,Dealer,Petrol,Manual,23.01,999,67.0,5,353000
4,22574,Dealer,Petrol,Automatic,20.89,1197,81.8,5,565000
9,55230,Dealer,Petrol,Manual,23.95,998,67.05,5,273000
5,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,850000
2,58000,Dealer,Petrol,Manual,17.0,1497,121.31,5,790000
9,95000,Dealer,Diesel,Manual,21.14,1498,103.52,5,365000
4,66000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1040000
8,50418,Dealer,Petrol,Manual,22.74,796,47.3,5,280000
4,51306,Dealer,Diesel,Manual,23.4,1248,74.0,5,650000
5,21200,Individual,Diesel,Manual,25.83,1498,99.0,5,500000
3,89000,Dealer,Diesel,Manual,24.3,1248,88.5,5,895000
4,850000,Dealer,Diesel,Manual,19.87,1461,83.8,5,850000
5,52500,Individual,Diesel,Manual,21.38,1396,88.7,5,921000
6,50000,Individual,Diesel,Automatic,16.0,2179,140.0,7,1170000
11,67000,Dealer,Diesel,Manual,20.0,1399,68.0,5,275000
4,54938,Dealer,Petrol,Manual,24.7,796,47.3,5,300000
3,14000,Dealer,Diesel,Manual,28.4,1248,74.0,5,739000
4,54000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1195000
4,91062,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
6,72658,Dealer,Diesel,Manual,15.96,2523,63.0,9,480000
6,67067,Dealer,Diesel,Manual,16.0,1997,140.0,7,1320000
6,72248,Dealer,Diesel,Manual,19.67,1582,126.2,5,1000000
4,50000,Dealer,Diesel,Automatic,22.32,1582,126.32,5,880000
6,16500,Individual,Petrol,Manual,20.85,1197,83.14,5,600000
6,40876,Dealer,Petrol,Manual,16.6,1199,88.51,5,490000
5,70000,Individual,Diesel,Manual,25.32,1198,77.0,6,350000
7,39000,Dealer,Diesel,Automatic,15.3,2993,258.0,5,3995000
11,93000,Dealer,Diesel,Manual,20.0,1399,68.0,5,265000
4,50000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
2,15000,Individual,Diesel,Manual,17.6,2179,153.86,7,1425000
8,105000,Individual,Petrol,Manual,18.5,1197,82.85,5,290000
4,64000,Individual,Diesel,Manual,25.32,1198,77.0,6,390000
2,8600,Individual,Petrol,Manual,19.0,1194,94.68,5,780000
5,11999,Dealer,Petrol,Manual,20.51,998,67.04,5,436000
8,47000,Dealer,Petrol,Manual,17.0,1197,80.0,5,475000
3,15000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,645000
4,110000,Individual,Petrol,Manual,23.01,999,67.0,5,200000
7,85000,Dealer,Diesel,Manual,19.6,1461,108.45,5,540000
10,361446,Individual,Diesel,Manual,13.6,2523,63.0,7,330000
7,18000,Dealer,Petrol,Manual,18.9,998,67.1,5,450000
3,14000,Individual,Diesel,Manual,21.5,1497,108.5,5,875000
4,35914,Dealer,Petrol,Manual,23.01,999,67.0,5,380000
3,18000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
7,52100,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1650000
8,70000,Individual,Petrol,Automatic,17.1,1591,121.4,5,550000
10,50000,Individual,Petrol,Manual,20.36,1197,78.9,5,190000
6,60000,Individual,Petrol,Automatic,20.51,998,67.0,5,300000
6,75137,Dealer,Diesel,Manual,26.59,1248,74.0,5,475000
4,32700,Individual,Petrol,Manual,18.16,1196,86.8,5,600000
3,35000,Individual,Petrol,Automatic,17.0,1591,121.3,5,950000
3,29000,Individual,Diesel,Manual,28.4,1248,74.02,5,720000
3,50000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
8,150624,Dealer,LPG,Manual,13.45,1086,62.1,5,270000
6,110000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1285000
7,35000,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
8,63786,Dealer,Diesel,Manual,21.9,1396,88.76,5,510000
9,100000,Individual,Petrol,Manual,13.14,1798,157.8,5,500000
6,67000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,2650000
11,48000,Dealer,Petrol,Manual,17.0,1497,118.0,5,500000
2,10290,Dealer,Petrol,Automatic,20.3,1086,68.0,5,470000
14,97000,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000
4,110000,Individual,Diesel,Manual,23.4,1248,74.0,5,550000
7,49000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,2200000
6,85000,Dealer,Diesel,Manual,22.54,1396,88.73,5,610000
3,8000,Individual,Petrol,Manual,19.83,1198,67.0,7,600000
6,65100,Dealer,Diesel,Manual,25.2,1248,74.0,5,520000
3,9000,Dealer,Petrol,Automatic,23.01,999,67.0,5,445000
7,85875,Dealer,Diesel,Automatic,13.2,1995,170.0,5,1600000
11,78000,Dealer,Petrol,Manual,20.36,1197,78.9,5,230000
7,45498,Dealer,Diesel,Manual,26.21,1248,88.5,5,685000
3,58511,Dealer,Diesel,Manual,24.3,1248,88.5,5,950000
3,8973,Dealer,Petrol,Manual,20.51,998,67.04,5,500000
7,102719,Dealer,Diesel,Manual,22.7,1498,89.84,5,625000
5,120000,Individual,Diesel,Manual,12.55,2982,168.5,7,1800000
6,24000,Dealer,Diesel,Automatic,14.49,2993,258.0,5,5400000
13,216000,Dealer,Diesel,Manual,12.99,2494,100.0,8,475000
2,25000,Individual,Diesel,Manual,23.7,1493,98.6,5,1100000
13,64684,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000
11,88126,Dealer,Diesel,Manual,16.8,1493,110.0,5,295000
7,43000,Dealer,Petrol,Manual,16.47,1198,73.9,5,525000
1,4386,Dealer,Petrol,Manual,17.4,1497,117.6,5,1250000
2,10597,Dealer,Petrol,Manual,18.7,1199,88.7,5,815000
10,119458,Dealer,Diesel,Manual,12.8,2494,102.0,7,800000
2,14000,Dealer,Petrol,Automatic,18.15,998,118.35,5,1060000
8,38000,Dealer,Petrol,Manual,20.35,1197,81.86,5,485000
8,73000,Dealer,Diesel,Manual,22.07,1199,73.9,5,420000
10,99008,Dealer,Diesel,Manual,22.9,1248,74.0,5,350000
11,84000,Dealer,Diesel,Automatic,13.5,2987,282.0,5,1899000
10,45000,Dealer,Petrol,Automatic,19.2,1197,80.0,5,375000
4,40667,Dealer,Diesel,Manual,25.0,1493,113.42,5,845000
8,90000,Individual,Diesel,Manual,15.1,2179,140.0,7,850000
3,21585,Dealer,Petrol,Automatic,18.9,1197,81.86,5,535000
3,25000,Dealer,Diesel,Manual,25.5,1498,98.6,5,600000
8,80400,Dealer,Petrol,Automatic,16.8,1497,116.4,5,550000
6,69000,Dealer,Diesel,Manual,24.7,1498,98.63,5,460000
6,101000,Dealer,Diesel,Manual,28.4,1248,74.0,5,565000
10,70000,Individual,Diesel,Manual,12.8,2494,102.0,7,550000
3,20000,Individual,Petrol,Manual,18.9,1197,81.86,5,625000
8,70000,Dealer,Diesel,Manual,21.9,1396,88.76,5,445000
5,76000,Dealer,Diesel,Manual,27.39,1248,74.0,5,650000
4,70763,Dealer,Diesel,Automatic,22.15,1498,108.6,5,1075000
9,60000,Dealer,Diesel,Manual,17.8,1248,75.0,5,395000
6,65922,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000
10,63500,Dealer,Diesel,Automatic,16.07,1995,181.0,4,1150000
2,5600,Dealer,Petrol,Manual,19.0,1194,94.68,5,740000
9,93000,Dealer,Petrol,Manual,15.0,1598,103.52,5,350000
18,90000,Individual,Diesel,Manual,13.6,2523,63.0,7,150000
5,62000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1275000
10,185000,Dealer,Diesel,Manual,12.8,2494,102.0,8,780000
5,55000,Dealer,Petrol,Manual,15.37,1196,73.0,5,355000
7,72279,Dealer,Diesel,Automatic,14.21,2143,203.0,5,2150000
3,40000,Individual,Petrol,Manual,22.5,999,67.0,5,350000
3,20600,Individual,Petrol,Manual,18.6,1197,81.83,5,585000
4,24000,Dealer,Petrol,Manual,18.6,1197,81.83,5,725000
15,31000,Dealer,Petrol,Manual,17.7,1497,78.0,5,180000
6,73389,Dealer,Diesel,Manual,22.7,1498,89.84,5,690000
5,50000,Individual,Diesel,Manual,26.0,1498,98.6,5,850000
7,74100,Dealer,Diesel,Manual,25.2,1248,74.0,5,451000
2,5000,Individual,Petrol,Automatic,23.84,1199,83.83,5,590000
6,80000,Individual,CNG,Manual,19.0,1197,85.8,5,390000
6,77000,Dealer,Diesel,Manual,21.14,1498,103.6,5,680000
11,49650,Dealer,Petrol,Manual,19.7,796,46.3,5,210000
4,37000,Dealer,Petrol,Manual,17.8,1497,117.3,5,950000
2,46241,Trustmark Dealer,Diesel,Manual,16.0,2179,138.0,7,1575000
7,83300,Dealer,Diesel,Automatic,17.2,1968,138.03,5,1250000
5,88000,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1245000
10,78000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,365000
