model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
WR-V,4,70000,Individual,Diesel,Manual,25.5,1498,98.6,5,760000
Compass,3,67000,Dealer,Diesel,Manual,17.1,1956,170.0,5,1740000
Verna,4,10000,Individual,Petrol,Manual,17.0,1591,121.3,5,1125000
i20,6,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,650000
Grand,6,50215,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000
Scorpio,5,65273,Trustmark Dealer,Diesel,Manual,15.4,2179,120.0,7,1240000
Swift,5,8000,Dealer,Petrol,Manual,22.0,1197,81.8,5,475000
Swift Dzire,4,10000,Individual,Petrol,Automatic,22.0,1197,81.8,5,780000
Rapid,5,51930,Dealer,Diesel,Automatic,21.66,1498,103.52,5,795000
Superb,6,40000,Dealer,Petrol,Manual,13.1,1798,157.75,5,895000
Swift Dzire,6,36000,Dealer,Diesel,Manual,23.4,1248,74.0,5,545000
Ignis,2,20000,Individual,Petrol,Manual,20.89,1197,81.8,5,530000
Swift,6,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,460000
Santro,13,69000,Dealer,Petrol,Manual,17.92,1086,62.1,5,125000
Swift Dzire,4,50948,Dealer,Diesel,Automatic,26.59,1248,74.0,5,680000
Safari,8,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,425000
Vento,6,50000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,525000
KWID,5,45000,Individual,Petrol,Manual,25.17,799,53.3,5,225000
i20,3,33000,Dealer,Petrol,Manual,18.6,1197,81.86,5,790000
GL-Class,7,87000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3500000
S-Class,11,52000,Dealer,Petrol,Automatic,10.13,3498,364.9,5,1750000
Fortuner,7,67400,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1795000
Grand,3,5000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
Swift,5,38765,Dealer,Petrol,Manual,22.0,1197,81.8,5,525000
Vitara,5,54000,Dealer,Diesel,Manual,24.3,1248,88.5,5,750000
Alto,5,40000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
Swift Dzire,2,11000,Dealer,Petrol,Manual,22.0,1197,81.8,5,645000
Alto,5,8230,Dealer,Petrol,Manual,20.92,998,67.1,5,270000
Swift Dzire,10,170000,Individual,Diesel,Manual,19.3,1248,73.9,5,270000
Swift Dzire,5,49000,Dealer,Petrol,Manual,20.85,1197,83.14,5,485000
Grand,6,50000,Individual,Diesel,Manual,24.0,1120,70.0,5,345000
Alto,6,15200,Dealer,Petrol,Manual,22.74,796,47.3,5,260000
Ecosport,6,60000,Individual,Diesel,Manual,22.77,1498,98.59,5,650000
Innova,3,46000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1740000
Civic,12,76000,Dealer,Petrol,Automatic,13.9,1799,130.2,5,325000
i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
KWID,3,8627,Dealer,Petrol,Manual,21.74,999,67.0,5,385000
i20,4,57000,Dealer,Petrol,Manual,18.6,1197,81.86,5,690000
i20,5,40000,Individual,Petrol,Manual,17.19,1197,81.86,5,500000
Grand,5,15000,Individual,Petrol,Manual,18.9,1197,82.0,5,425000
Grand,4,21000,Dealer,Diesel,Manual,24.0,1186,73.97,5,455000
Jazz,12,53000,Dealer,Petrol,Manual,16.0,1198,90.0,5,225000
Endeavour,9,85000,Dealer,Diesel,Manual,10.9,2499,143.0,7,575000
KWID,5,46260,Dealer,Petrol,Manual,22.3,799,53.26,5,365000
Grand,6,65481,Dealer,Petrol,Manual,18.9,1197,82.0,5,434000
City,6,31180,Dealer,Petrol,Automatic,18.0,1497,117.3,5,700000
City,3,31543,Dealer,Petrol,Manual,16.8,1497,116.3,5,875000
Swift,3,17000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,765000
Innova,11,142800,Dealer,Diesel,Manual,12.8,2494,102.0,8,790000
Scorpio,8,110000,Individual,Diesel,Automatic,11.79,2179,120.0,8,550000
Bolero,6,50000,Individual,Diesel,Manual,15.96,2523,62.1,7,550000
Swift,5,50000,Dealer,Diesel,Manual,25.2,1248,74.0,5,640000
i20,4,50740,Trustmark Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
i20,2,15000,Individual,Diesel,Manual,22.54,1396,88.76,5,700000
Ciaz,2,5000,Dealer,Petrol,Manual,21.56,1462,103.25,5,830000
Jazz,5,17012,Dealer,Petrol,Automatic,19.0,1199,88.7,5,540000
KWID,5,45500,Dealer,Petrol,Manual,23.01,999,67.0,5,325000
WR-V,4,22542,Dealer,Diesel,Manual,25.5,1498,98.6,5,749000
X3,4,40000,Individual,Diesel,Automatic,18.56,1995,190.0,5,3750000
Amaze,8,73100,Dealer,Diesel,Manual,25.8,1498,98.6,5,324000
Swift Dzire,4,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,650000
Swift,6,52631,Dealer,Diesel,Manual,28.4,1248,74.0,5,475000
Creta,5,98921,Dealer,Diesel,Manual,21.38,1396,88.7,5,850000
i20,2,8405,Dealer,Petrol,Manual,18.6,1197,81.86,5,590000
Duster,6,145953,Dealer,Diesel,Manual,20.45,1461,83.8,5,650000
i20,11,70000,Dealer,Petrol,Manual,18.5,1197,80.0,5,250000
Hexa,3,25000,Individual,Diesel,Manual,17.6,2179,153.86,7,800000
Ecosport,6,75000,Dealer,Diesel,Manual,21.7,1498,98.96,5,575000
Swift,8,63589,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,1250000
Vitara,2,16000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
Swift,4,27876,Dealer,Petrol,Manual,20.4,1197,81.8,5,491000
Alto,7,60000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
Tigor,3,15572,Dealer,Petrol,Manual,20.3,1199,84.0,5,600000
Amaze,2,65000,Individual,Diesel,Manual,27.4,1498,98.63,5,650000
Alto,8,45019,Dealer,Petrol,Manual,22.74,796,47.3,5,285000
Amaze,5,45000,Dealer,Petrol,Manual,18.0,1198,86.7,5,550000
X5,5,40000,Dealer,Diesel,Automatic,15.97,2993,258.0,5,4200000
City,5,45000,Individual,Petrol,Manual,17.8,1497,117.3,5,800000
Grand,5,42845,Dealer,Petrol,Manual,18.9,1197,82.0,5,438000
Thar,8,45000,Dealer,Diesel,Manual,16.55,2498,105.0,7,545000
Figo,9,98398,Dealer,Diesel,Manual,20.0,1399,68.0,5,200000
Dzire VXI,1,10000,Individual,Petrol,Manual,23.26,1197,88.5,5,675000
Grand,5,44000,Dealer,Petrol,Manual,18.9,1197,82.0,5,410000
Ciaz,3,41000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,895000
City,7,78000,Dealer,Diesel,Manual,26.0,1498,98.6,5,550000
Rover,11,120000,Dealer,Diesel,Automatic,12.35,2179,187.74,5,2150000
Verna,3,12000,Dealer,Petrol,Automatic,15.92,1591,121.3,5,1200000
Ecosport,4,17908,Dealer,Diesel,Manual,21.7,1498,98.96,5,730000
Swift Dzire,6,47900,Dealer,Petrol,Manual,20.85,1197,83.14,5,410000
Grand,6,147000,Individual,Diesel,Manual,24.0,1120,70.0,5,350000
Alto,9,70000,Individual,Petrol,Manual,19.7,796,46.3,5,200000
Celerio,3,39472,Dealer,Petrol,Automatic,21.63,998,67.04,5,464000
Ertiga,8,76000,Dealer,Petrol,Manual,16.02,1373,93.7,7,590000
Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
Tiago,3,80000,Individual,Petrol,Manual,23.84,1199,84.0,5,360000
Swift,8,70000,Individual,Diesel,Manual,22.9,1248,74.0,5,530000
Scorpio,2,30000,Individual,Diesel,Manual,15.4,2523,75.0,7,850000
Celerio,2,58000,Dealer,Petrol,Manual,21.63,998,67.04,5,495000
Fortuner,2,45000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,3300000
Rapid,7,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5,525000
WR-V,4,5000,Dealer,Petrol,Manual,17.5,1199,88.7,5,790000
Swift,7,54000,Individual,Petrol,Manual,18.6,1197,85.8,5,411000
KWID,3,9800,Dealer,Petrol,Automatic,24.04,999,67.0,5,415000
Fortuner,8,72000,Dealer,Diesel,Manual,13.0,2982,168.5,7,1250000
Scorpio,4,56000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1150000
Vitara,2,30000,Individual,Diesel,Manual,24.3,1248,88.5,5,850000
Bolero,1,10000,Individual,Diesel,Manual,21.0,1498,74.96,7,600000
Safari,7,151037,Dealer,Diesel,Manual,14.0,2179,138.1,7,725000
Swift Dzire,3,15210,Dealer,Petrol,Automatic,21.21,1197,81.8,5,785000
Duster,5,70000,Dealer,Diesel,Manual,19.87,1461,83.8,5,600000
Wagon R,4,25396,Dealer,Petrol,Automatic,20.51,998,67.0,5,410000
Fortuner,4,34000,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2800000
WR-V,3,20637,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
Swift Dzire,4,51000,Dealer,Diesel,Manual,26.59,1248,74.0,5,700000
Alto,9,19455,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
City,4,25000,Individual,Diesel,Manual,26.0,1498,98.6,5,900000
City,4,120000,Individual,Diesel,Manual,26.0,1498,98.6,5,750000
Celerio,3,15161,Trustmark Dealer,Petrol,Manual,21.63,998,67.04,5,485000
Scorpio,11,67900,Dealer,Diesel,Manual,12.05,2179,120.0,7,300000
Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,465000
Grand,7,52117,Dealer,Petrol,Manual,18.9,1197,82.0,5,380000
Celerio,5,36000,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
Scorpio,10,60000,Individual,Diesel,Manual,13.5,2179,115.0,5,400000
Vento,8,45000,Individual,Petrol,Manual,15.04,1598,103.2,5,400000
E-Class,10,55000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1299000
Safari,5,50000,Individual,Diesel,Manual,14.1,2179,148.0,7,1000000
Figo,6,100000,Individual,Diesel,Manual,25.83,1498,99.0,5,350000
City,6,53000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,741000
Innova,8,70000,Individual,Diesel,Manual,12.99,2494,100.6,7,690000
Hexa,3,10000,Individual,Diesel,Manual,17.6,2179,147.94,7,1100000
Safari,10,120000,Individual,Diesel,Manual,13.93,2179,138.03,7,270000
Celerio,6,15000,Dealer,Petrol,Manual,23.1,998,67.04,5,475000
Swift,10,70000,Individual,Petrol,Manual,16.1,1197,85.0,5,240000
E-Class,9,86500,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1400000
Rapid,5,39000,Dealer,Petrol,Automatic,14.3,1598,103.52,5,625000
Baleno,5,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,599000
Swift Dzire,4,41000,Dealer,Diesel,Manual,26.59,1248,74.0,5,470000
Ertiga,6,78286,Dealer,CNG,Manual,22.8,1373,80.9,7,650000
i10,9,56468,Dealer,Petrol,Manual,20.36,1197,78.9,5,268000
Ecosport,3,74000,Individual,Diesel,Manual,23.0,1498,98.96,5,740000
Alto,5,60000,Individual,Petrol,Manual,23.95,998,67.05,5,270000
WR-V,4,58000,Dealer,Diesel,Manual,25.5,1498,98.6,5,885000
i20,4,60000,Individual,Diesel,Manual,22.54,1396,88.73,5,780000
Baleno,1,2400,Individual,Petrol,Manual,21.01,1197,81.8,5,700000
Nexon,4,35000,Individual,Diesel,Manual,21.5,1497,108.5,5,900000
Swift Dzire,3,30000,Dealer,Petrol,Manual,22.0,1197,81.8,5,740000
Swift,3,47000,Dealer,Diesel,Manual,28.4,1248,74.0,5,800000
RediGO,3,25000,Individual,Petrol,Manual,22.7,799,53.64,5,250000
Baleno,2,12705,Dealer,Petrol,Manual,21.01,1197,81.8,5,775000
City,7,65000,Dealer,Diesel,Manual,26.0,1498,98.6,5,745000
KWID,5,25000,Individual,Petrol,Manual,25.17,799,53.3,5,270000
Amaze,5,47000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,550000
5,4,36000,Dealer,Petrol,Automatic,14.04,1997,184.0,5,3100000
Verna,8,42000,Dealer,Diesel,Manual,22.32,1582,126.32,5,415000
Scorpio,5,20000,Individual,Diesel,Manual,15.4,1997,120.0,7,879000
7,3,19000,Dealer,Diesel,Automatic,17.66,2993,355.37,4,8500000
Bolero,11,85000,Individual,Diesel,Manual,13.6,2523,63.0,7,330000
Ecosport,7,68111,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
Swift,4,40000,Individual,Petrol,Manual,21.21,1197,81.8,5,540000
Scorpio,18,198565,Individual,Diesel,Manual,10.5,2179,120.0,8,150000
Ertiga,4,38461,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000
Bolero,3,30000,Individual,Diesel,Manual,15.96,2523,63.0,9,750000
Ertiga,8,50000,Dealer,Diesel,Manual,24.2,1498,93.87,7,550000
Vento,10,74000,Dealer,Diesel,Manual,20.54,1598,103.6,5,415000
Ignis,4,20000,Individual,Petrol,Automatic,20.89,1197,81.8,5,700000
Duster,9,130000,Individual,Diesel,Manual,20.46,1461,83.8,5,440000
Ertiga,4,50000,Dealer,Diesel,Manual,24.2,1498,93.87,7,740000
Bolero,11,40000,Individual,Diesel,Manual,13.6,2523,63.0,7,380000
3,10,56000,Dealer,Diesel,Automatic,16.07,1995,181.0,5,690000
Duster,6,81645,Dealer,Diesel,Manual,19.01,1461,108.45,5,650000
Swift,7,25000,Individual,Diesel,Manual,25.2,1248,74.0,5,405000
Wagon R,2,9605,Dealer,Petrol,Manual,20.52,1197,81.8,5,500000
Fortuner,9,102000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1425000
Verna,8,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000
6,3,12500,Individual,Petrol,Automatic,14.28,1998,258.0,4,5200000
Swift,4,28000,Dealer,Petrol,Manual,20.4,1197,81.8,5,629000
Grand,7,54000,Dealer,Petrol,Manual,18.9,1197,82.0,5,365000
Baleno,3,9600,Dealer,Petrol,Automatic,19.56,1197,81.8,5,825000
i10,11,45415,Individual,Petrol,Manual,19.81,1086,68.05,5,195000
A4,11,74000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1100000
Octavia,4,31111,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1399000
Figo,7,93334,Dealer,Petrol,Manual,15.6,1196,70.02,5,446000
Fortuner,9,75000,Dealer,Diesel,Manual,13.0,2982,168.5,7,1249000
Baleno,3,31000,Dealer,Petrol,Manual,21.4,1197,83.1,5,630000
Baleno,3,12500,Dealer,Petrol,Manual,21.4,1197,83.1,5,581000
A4,9,68370,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1345000
Swift Dzire,7,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,500000
Innova,8,126000,Individual,Diesel,Manual,12.99,2494,100.0,8,800000
City,3,40000,Dealer,Petrol,Automatic,18.4,1498,119.35,5,1150000
Alto,10,30000,Individual,Petrol,Manual,20.92,998,67.1,5,251000
City,14,77000,Dealer,Petrol,Manual,16.9,1497,100.0,5,300000
Swift,6,42994,Dealer,Petrol,Manual,21.21,1197,81.8,5,580000
Vitara,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,950000
Grand,3,35000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
5,2,10500,Dealer,Diesel,Automatic,22.48,1995,187.74,5,5000000
Grand,2,5000,Individual,Diesel,Manual,24.0,1186,73.97,5,590000
Wagon R,3,45455,Dealer,Petrol,Manual,18.9,998,67.1,5,425000
Swift Dzire,9,120000,Individual,Diesel,Manual,19.3,1248,73.9,5,300000
Creta,5,38000,Dealer,Petrol,Automatic,13.0,1591,121.3,5,800000
i20,8,38000,Dealer,Petrol,Manual,20.35,1197,81.86,5,485000
Venue,1,2600,Individual,Petrol,Manual,18.27,998,118.35,5,950000
Swift Dzire,6,35000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
Baleno,3,13422,Dealer,Petrol,Automatic,21.4,1197,83.1,5,793000
Swift,9,60000,Dealer,Diesel,Manual,22.9,1248,74.0,5,390000
Alto,9,70000,Individual,Petrol,Manual,19.7,796,46.3,5,200000
i20,5,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Grand,3,10000,Individual,Petrol,Manual,18.9,1197,81.86,5,450000
Swift Dzire,5,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,555000
Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,548000
Alto,9,70450,Dealer,Petrol,Manual,23.95,998,67.05,5,289000
Swift,3,50000,Individual,Diesel,Automatic,28.4,1248,74.0,5,793000
5,6,65000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2300000
Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,600000
Vento,8,110000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
Polo,8,89103,Dealer,Diesel,Manual,22.07,1199,73.9,5,234000
Fortuner,8,110000,Individual,Diesel,Manual,13.0,2982,168.5,7,1150000
Vitara,3,35000,Individual,Diesel,Automatic,24.3,1248,88.5,5,1100000
Wagon R,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
Polo,9,110000,Individual,Diesel,Manual,22.07,1199,73.9,5,320000
KUV,4,19838,Dealer,Petrol,Manual,18.15,1198,82.0,6,475000
Verna,3,40000,Individual,Diesel,Manual,22.0,1582,126.2,5,975000
Aspire,5,80000,Individual,Diesel,Manual,26.1,1498,99.23,5,600000
Baleno,5,479000,Dealer,Diesel,Manual,27.39,1248,74.0,5,479000
3,5,60000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2950000
Creta,4,54000,Dealer,Petrol,Manual,15.8,1591,121.3,5,1050000
Compass,4,44000,Dealer,Diesel,Manual,16.3,1956,170.0,5,1599000
Venue,2,15000,Dealer,Diesel,Manual,23.7,1396,88.7,5,1175000
C-Class,9,64212,Dealer,Diesel,Automatic,14.94,2143,204.0,5,1000000
Swift Dzire,3,90000,Individual,Diesel,Manual,28.4,1248,74.02,5,700000
i10,7,32111,Trustmark Dealer,Petrol,Manual,19.81,1086,68.05,5,310000
Alto,6,35000,Individual,Petrol,Manual,23.95,998,67.05,5,275000
Grand,5,41000,Dealer,Petrol,Manual,18.9,1197,82.0,5,395000
Wagon R,8,72000,Dealer,Petrol,Manual,18.9,998,67.1,5,290000
City,6,45000,Dealer,Petrol,Manual,17.4,1497,117.3,5,665000
Rover,3,18000,Dealer,Diesel,Automatic,18.0,2993,255.0,7,4500000
Nexon,3,15000,Individual,Diesel,Manual,21.5,1497,108.5,5,850000
Swift,9,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,395000
Vitara,2,12509,Trustmark Dealer,Diesel,Manual,24.3,1248,88.5,5,875000
i10,12,18000,Dealer,Petrol,Manual,20.36,1197,78.9,5,330000
Innova,2,10000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1900000
i10,5,44633,Dealer,Petrol,Manual,19.81,1086,68.1,5,450000
City,9,59100,Dealer,Petrol,Automatic,15.6,1497,116.3,5,575000
Verna,5,52000,Dealer,Diesel,Manual,23.9,1582,126.32,5,875000
Wagon R,4,19000,Dealer,Petrol,Automatic,20.51,998,67.0,5,485000
Verna,3,58000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1125000
Celerio,5,64211,Dealer,Petrol,Automatic,23.1,998,67.04,5,440000
Duster,7,34000,Dealer,Diesel,Manual,19.87,1461,83.8,5,475000
City,10,39000,Dealer,Petrol,Manual,17.0,1497,118.0,5,350000
Scorpio,5,56000,Dealer,Diesel,Manual,15.4,2179,120.0,7,1075000
5,2,5700,Dealer,Petrol,Automatic,15.01,1998,248.08,5,5475000
Swift,11,107600,Dealer,Diesel,Manual,17.8,1248,75.0,5,400000
Alto,9,70000,Individual,Petrol,Manual,20.92,998,67.1,5,231000
7,13,70000,Dealer,Petrol,Automatic,8.45,2979,321.0,5,750000
Alto,12,35000,Dealer,Petrol,Manual,19.7,796,46.3,5,220000
Baleno,6,43642,Dealer,Petrol,Manual,21.4,1197,83.1,5,629000
Amaze,4,55000,Individual,Diesel,Manual,25.8,1498,98.6,5,700000
KWID,3,45000,Individual,Petrol,Manual,25.17,799,53.3,5,350000
RediGO,4,49000,Dealer,Petrol,Manual,22.7,799,53.64,5,220000
A8,9,45000,Individual,Diesel,Automatic,11.8,2967,246.7,5,2500000
Scorpio,7,120000,Individual,Diesel,Manual,12.05,2179,120.0,9,492000
A4,9,120000,Individual,Petrol,Automatic,10.8,1984,132.0,5,1100000
Alto,4,35000,Individual,Petrol,Manual,24.7,796,47.3,5,240000
Swift,7,42120,Dealer,Petrol,Manual,18.6,1197,85.8,5,470000
Alto,8,59800,Dealer,Petrol,Manual,22.74,796,47.3,5,250000
Swift Dzire,6,87194,Dealer,Diesel,Manual,28.4,1248,74.02,5,575000
i20,11,57000,Dealer,Petrol,Manual,18.5,1197,80.0,5,225000
Verna,8,65278,Dealer,Diesel,Manual,22.32,1582,126.32,5,425000
Grand,7,49000,Dealer,Petrol,Manual,18.9,1197,82.0,5,459000
Ertiga,7,77000,Dealer,Diesel,Manual,20.77,1248,88.76,7,640000
Swift Dzire,4,80000,Individual,Diesel,Automatic,28.4,1248,74.02,5,610000
XUV500,4,48800,Individual,Diesel,Automatic,16.0,2179,140.0,7,1300000
i20,6,45235,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
Verna,7,40000,Individual,Diesel,Manual,22.32,1582,126.3,5,525000
Scorpio,7,90000,Individual,Diesel,Manual,12.05,2179,120.0,7,600000
City,11,115000,Individual,Petrol,Manual,17.0,1497,118.0,5,375000
Alto,10,68203,Dealer,Petrol,Manual,23.95,998,67.05,5,210000
i10,10,190000,Individual,Petrol,Manual,19.81,1086,68.05,5,150000
Vento,7,96000,Individual,Petrol,Manual,15.04,1598,103.2,5,390000
Celerio,6,51118,Dealer,Petrol,Automatic,23.1,998,67.04,5,450000
Aspire,5,43652,Dealer,Petrol,Manual,18.16,1196,86.8,5,430000
Wagon R,7,41423,Dealer,Petrol,Manual,21.79,998,67.05,5,295000
KWID,5,40500,Dealer,Petrol,Manual,25.17,799,53.3,5,310000
City,6,40000,Individual,Petrol,Manual,17.4,1497,117.3,5,800000
XUV500,5,80000,Individual,Diesel,Manual,16.0,2179,140.0,7,1090000
6,3,30000,Individual,Petrol,Automatic,14.28,1998,254.7,4,5500000
Fortuner,4,67563,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2700000
XUV500,4,43000,Individual,Diesel,Manual,16.0,2179,140.0,7,1300000
City,6,31996,Dealer,Petrol,Manual,17.0,1497,118.0,5,785000
Grand,2,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,600000
i10,5,42000,Dealer,Petrol,Manual,19.81,1086,68.05,5,375000
XUV500,6,37000,Individual,Diesel,Manual,15.1,2179,140.0,7,875000
Baleno,3,18000,Dealer,Petrol,Manual,21.4,1197,83.1,5,750000
Grand,1,20000,Individual,Petrol,Manual,20.7,1197,81.86,5,650000
Santro,1,8268,Dealer,Petrol,Manual,20.3,1086,68.07,5,445000
Vitara,4,72000,Dealer,Diesel,Manual,24.3,1248,88.5,5,775000
Celerio,5,12957,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5,400000
i20,3,25000,Dealer,Petrol,Manual,18.6,1197,81.86,5,600000
Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,510000
Rapid,9,67000,Dealer,Diesel,Manual,20.5,1598,103.5,5,325000
XUV500,8,113000,Dealer,Diesel,Manual,16.0,2179,140.0,7,650000
C-Class,8,72000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1275000
Alto,10,72715,Dealer,Petrol,Manual,20.92,998,67.1,5,210000
WR-V,4,46000,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000
Rapid,3,40000,Individual,Petrol,Automatic,14.84,1598,103.2,5,700000
Ecosport,3,29000,Dealer,Diesel,Manual,21.7,1498,98.96,5,1100000
i20,10,111000,Dealer,Diesel,Manual,23.0,1396,90.0,5,399000
Vento,8,56000,Dealer,Petrol,Manual,15.04,1598,103.6,5,395000
XUV500,6,120000,Individual,Diesel,Manual,16.0,2179,140.0,7,850000
Scorpio,4,30000,Individual,Diesel,Manual,15.4,1997,120.0,7,1080000
Jazz,6,55937,Dealer,Petrol,Manual,18.7,1199,88.7,5,635000
Amaze,8,67000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
Figo,9,68000,Dealer,Diesel,Manual,20.0,1399,68.05,5,169000
i20,4,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
Verna,9,72545,Dealer,Diesel,Manual,22.32,1582,126.32,5,425000
Polo,5,9700,Dealer,Diesel,Manual,20.14,1498,88.0,5,450000
Seltos,1,8000,Dealer,Petrol,Manual,16.8,1497,113.4,5,1290000
Wagon R,21,83000,Individual,Petrol,Manual,18.9,998,67.1,5,85000
C-Class,10,72000,Dealer,Diesel,Automatic,15.8,2143,170.0,5,1275000
City,7,53000,Dealer,Petrol,Manual,17.8,1497,117.3,5,625000
Vento,9,120000,Individual,Diesel,Manual,20.54,1598,103.6,5,450000
City,4,33000,Dealer,Petrol,Manual,17.8,1498,119.35,5,790000
Swift Dzire,6,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
5,3,22000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4400000
Ciaz,6,80000,Individual,Diesel,Manual,26.21,1248,88.5,5,700000
Ertiga,5,103000,Individual,Diesel,Manual,24.52,1248,88.5,7,675000
Bolero,6,62248,Dealer,Diesel,Manual,13.6,2523,63.0,7,650000
Baleno,3,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,680000
Innova,10,200000,Individual,Diesel,Manual,12.8,2494,102.0,7,450000
City,9,52000,Dealer,Petrol,Manual,16.8,1497,116.3,5,410000
XUV500,3,9000,Individual,Diesel,Manual,15.1,2179,152.87,7,1625000
Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,790000
Innova,3,30000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2250000
City,6,87000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
Celerio,6,28951,Dealer,Petrol,Automatic,23.1,998,67.04,5,448000
Alto,9,76154,Dealer,Petrol,Manual,19.7,796,46.3,5,275000
Wagon R,5,34500,Individual,Petrol,Manual,20.51,998,67.04,5,375000
Octavia,7,59864,Dealer,Diesel,Manual,18.7,1896,66.0,5,1100000
Grand,4,25100,Dealer,Petrol,Manual,18.9,1197,82.0,5,549000
KWID,3,38000,Dealer,Petrol,Manual,25.17,799,53.3,5,345000
Swift Dzire,4,60000,Individual,Petrol,Manual,21.21,1197,81.8,5,550000
Baleno,3,74000,Individual,Diesel,Manual,27.39,1248,74.0,5,750000
Wagon R,5,65000,Dealer,Petrol,Manual,18.9,998,67.1,5,390000
Alto,3,7204,Dealer,Petrol,Manual,24.7,796,47.3,5,336000
XUV500,7,150000,Individual,Diesel,Manual,15.1,2179,140.0,7,725000
Swift Dzire,12,68000,Dealer,Petrol,Manual,17.5,1298,85.8,5,210000
Aspire,6,30000,Individual,Petrol,Manual,18.16,1196,86.8,5,450000
KWID,4,60000,Individual,Petrol,Automatic,24.04,999,67.0,5,380000
Ertiga,3,32000,Dealer,Petrol,Manual,17.5,1373,91.1,7,810000
i10,12,67000,Dealer,Petrol,Manual,19.81,1086,68.05,5,150000
Swift,2,30000,Individual,Petrol,Manual,21.21,1197,81.8,5,592000
i20,2,30000,Individual,Petrol,Manual,17.19,1197,81.86,5,590000
Rapid,7,87232,Dealer,Diesel,Manual,20.5,1598,103.5,5,260000
